year,state_district,party,candidate,vote_pct
1982,North Carolina11,democrat,James McClure Clarke,0.49933643969201447
1982,North Dakota0,democrat,Byron L. Dorgan,0.7160641691522808
1982,Ohio1,democrat,Thomas A. Luken,0.6347711397235365
1982,Ohio2,republican,"Willis D. Gradison, Jr.",0.6270771923953198
1982,Ohio3,democrat,Tony P. Hall,0.8769469265981251
1982,Ohio4,republican,Michael G. Oxley,0.6460888651161075
1982,Ohio5,republican,Delbert L. Latta,0.5521491984415916
1982,Ohio6,republican,Bob McEwen,0.5922414347239185
1982,Ohio7,republican,Michael DeWine,0.5625632420939377
1982,Ohio8,republican,Thomas N. Kindness,0.6639106762620953
1982,Ohio9,democrat,Marcy Kaptur,0.5794893342345798
1982,Ohio10,republican,Clarence E. Miller,0.633081688572206
1982,Ohio11,democrat,Dennis E. Eckart,0.6088539695383772
1982,Ohio12,republican,John R. Kasich,0.5046935615647872
1982,Ohio13,democrat,Donald J. Pease,0.6123469895505059
1982,Ohio14,democrat,John F. Seiberling,0.7048399878085949
1982,Ohio15,republican,Chalmers P. Wylie,0.6629931533311799
1982,Ohio16,republican,Ralph Regula,0.6581541779104193
1982,Ohio17,republican,Lyle Williams,0.5506035750429128
1982,Ohio18,democrat,Douglas Applegate,1.0
1982,Ohio19,democrat,Edward F. Feighan,0.5883901401480451
1982,Ohio20,democrat,Mary Rose Oakar,0.8561441058108835
1982,Ohio21,democrat,Louis Stokes,0.8613688944344797
1982,Oklahoma1,democrat,James R. Jones,0.5413763529270004
1982,Oklahoma2,democrat,Mike Synar,0.7256814511683409
1982,Oklahoma3,democrat,Wes Watkins,0.822066822066822
1982,Oklahoma4,democrat,Dave McCurdy,0.6502115764764023
1982,Oklahoma5,republican,Mickey Edwards,0.6723705751686377
1982,Oklahoma6,democrat,Glenn English,0.7541333528937137
1982,Oregon1,democrat,Les AuCoin,0.5383386726442748
1982,Oregon2,republican,Robert F. (Bob) Smith,0.555597707182464
1982,Oregon3,democrat,Ron Wyden,0.7827478862036119
1982,Oregon4,democrat,Jim Weaver,0.590454368773143
1982,Oregon5,republican,Denny Smith,0.5121019610548987
1982,Pennsylvania1,democrat,Thomas M. Foglietta,0.7225553634183076
1982,Pennsylvania2,democrat,"William H. Gray, III",0.7609516306916654
1982,Pennsylvania3,democrat,"Robert A. Borski, Jr.",0.5009486785526465
1982,Pennsylvania4,democrat,Joseph P. Kolter,0.6013153642685306
1982,Pennsylvania5,republican,Richard T. Schulze,0.6723731252503375
1982,Pennsylvania6,democrat,Gus Yatron,0.7196861389101307
1982,Pennsylvania7,democrat,Bob Edgar,0.5543821214058847
1982,Pennsylvania8,democrat,Peter H. Kostmayer,0.5028664632857099
1982,Pennsylvania9,republican,Bud Shuster,0.6505901835735175
1982,Pennsylvania10,republican,Joseph M. McDade,0.6750952861843177
1982,Pennsylvania11,democrat,Frank Harrison,0.5351956696830436
1982,Pennsylvania12,democrat,John P. Murtha,0.6113232682060391
1982,Pennsylvania13,republican,Lawrence Coughlin,0.6430068777086866
1982,Pennsylvania14,democrat,William J. Coyne,0.7487451803165055
1982,Pennsylvania15,republican,Don Ritter,0.5780353128614767
1982,Pennsylvania16,republican,Robert S. Walker,0.7134618629120079
1982,Pennsylvania17,republican,George W. Gekas,0.5762896113219157
1982,Pennsylvania18,democrat,Doug Walgren,0.5424412440125105
1982,Pennsylvania19,republican,Bill Goodling,0.7076810073452257
1982,Pennsylvania20,democrat,Joseph M. Gaydos,0.7602133454380391
1982,Pennsylvania21,republican,Thomas J. Ridge,0.5022833910706567
1982,Pennsylvania22,democrat,Austin J. Murphy,0.7869223674585758
1982,Pennsylvania23,republican,Bill Clinger,0.652154585417828
1982,Rhode Island1,democrat,Fernand J. St Germain,0.607340240178354
1982,Rhode Island2,republican,Claudine Schneider,0.5563793332601372
1982,South Carolina1,republican,Thomas F. Hartnett,0.5426794079706702
1982,South Carolina2,republican,Floyd D. Spence,0.5851060350888667
1982,South Carolina3,democrat,Butler Derrick,0.9037485791959128
1982,South Carolina4,republican,Carroll A. Campbell,0.633434970416349
1982,South Carolina5,democrat,John Spratt,0.6762990559413279
1982,South Carolina6,democrat,Robin Tallon,0.5248626661634587
1982,South Dakota0,democrat,Tom Daschle,0.5155848678768883
1982,Tennessee1,republican,"James H. """"Jimmy"""" Quillen",0.7405136606596171
1982,Tennessee2,republican,John J. Duncan,0.9998899657977022
1982,Tennessee3,democrat,Marilyn Lloyd Bouquard,0.6179732786396398
1982,Tennessee4,democrat,Jim Cooper,0.6612770835397178
1982,Tennessee5,democrat,Bill Boner,0.8014873596432683
1982,Tennessee6,democrat,"Al Gore, Jr.",0.9998943374477691
1982,Tennessee7,republican,Don Sundquist,0.5050377230722929
1982,Tennessee8,democrat,Ed Jones,0.7487327850038256
1982,Tennessee9,democrat,Harold E. Ford,0.7242976167409417
1982,Texas1,democrat,"Sam B. Hall, Jr.",0.974845811992293
1982,Texas2,democrat,Charles Wilson,0.9426376019559098
1982,Texas3,republican,Steve Bartlett,0.7708912358717807
1982,Texas4,democrat,Ralph M. Hall,0.7383290456171174
1982,Texas5,democrat,John Bryant,0.6483794859058736
1982,Texas6,democrat,Phil Gramm,0.9453910816448768
1982,Texas7,republican,Bill Archer,0.849877268960773
1982,Texas8,republican,Jack Fields,0.5674863816718599
1982,Texas9,democrat,Jack Brooks,0.6755092089617355
1982,Texas10,democrat,"J.J. """"Jake"""" Pickle",0.9013524382614913
1982,Texas11,democrat,Marvin Leath,0.9634353839921291
1982,Texas12,democrat,Jim Wright,0.688985899506701
1982,Texas13,democrat,Jack Hightower,0.6359593579737889
1982,Texas14,democrat,William N. (Bill) Patman,0.6065013574089273
1982,Texas15,democrat,E. (Kika) de la Garza,0.956776080597985
1982,Texas16,democrat,Ronald Coleman,0.5390407855909687
1982,Texas17,democrat,Charles W. Stenholm,0.9709580040841694
1982,Texas18,democrat,Mickey Leland,0.8260642497115444
1982,Texas19,democrat,Kent Hance,0.8156951895971629
1982,Texas20,democrat,Henry B. Gonzales,0.9148470450056057
1982,Texas21,republican,Tom Loeffler,0.7455274651436251
1982,Texas22,republican,Ron Paul,0.9860252819395664
1982,Texas23,democrat,"Abraham (Chick) Kazen, Jr.",0.5526687195278419
1982,Texas24,democrat,Martin Frost,0.7285204157302089
1982,Texas25,democrat,Mike Andrews,0.6040183545140397
1982,Texas26,democrat,Tom Vandergriff,0.5012354546760522
1982,Texas27,democrat,Solomon P. Ortiz,0.6401522432816885
1982,Utah1,republican,James V. Hansen,0.6279717284215035
1982,Utah2,republican,Dan Marriott,0.538365772400491
1982,Utah3,republican,Howard C. Nielson,0.768589829884015
1982,Vermont0,republican,Jim Jeffords,0.6922722505471322
1982,Virginia1,republican,Herbert H. Bateman,0.5386899343146454
1982,Virginia2,republican,G. William Whitehurst,0.9987596700978199
1982,Virginia3,republican,"Thomas J. (Tom) Bliley, Jr.",0.5923093102854848
1982,Virginia4,democrat,Norman Sisisky,0.5437448620675714
1982,Virginia5,democrat,W.C. (Dan) Daniel,0.9996490195190435
1982,Virginia6,democrat,James R. (Jim) Olin,0.4972436925769287
1982,Virginia7,republican,J. Kenneth Robinson,0.5985774893935613
1982,Virginia8,republican,Stanford E. (Stan) Parris,0.49703719568787036
1982,Virginia9,democrat,Frederick C. (Rick) Boucher,0.5040201536650841
1982,Virginia10,republican,Frank R. Wolf,0.5273630627609961
1982,Washington1,republican,Joel Pritchard,0.6758778625954198
1982,Washington2,democrat,Al Swift,0.5963530484397518
1982,Washington3,democrat,Donald L. Bonker,0.6005442495896531
1982,Washington4,republican,Sid Morrison,0.698010804889586
1982,Washington5,democrat,Thomas S. Foley,0.6430252692747923
1982,Washington6,democrat,Norman D. Dicks,0.6253387816369929
1982,Washington7,democrat,Mike Lowry,0.7093366728065053
1982,Washington8,republican,Rod Chandler,0.5697136651010911
1982,West Virginia1,democrat,Alan B. Mollohan,0.5316180697602909
1982,West Virginia2,democrat,"Harley O. Staggers, Jr.",0.6401538047000735
1982,West Virginia3,democrat,"Robert E. Wise, Jr.",0.578591452991453
1982,West Virginia4,democrat,"Nick Joe Rahall, II",0.8052420565534538
1982,Wisconsin1,democrat,Les Aspin,0.6100934507458088
1982,Wisconsin2,democrat,Robert Kastenmeier,0.6056437958558414
1982,Wisconsin3,republican,Steven C. Gunderson,0.5659476248824552
1982,Wisconsin4,democrat,Clement J. Zablocki,0.9455058967772069
1982,Wisconsin5,democrat,Jim Moody,0.6354343905532083
1982,Wisconsin6,republican,Thomas E. Petri,0.6500820279887671
1982,Wisconsin7,democrat,David R. Obey,0.6797203731326669
1982,Wisconsin8,republican,Toby Roth,0.5722712698699421
1982,Wisconsin9,republican,"F. James Sensenbrenner, Jr.",0.9993994801469929
1982,Wyoming0,republican,Dick Cheney,0.7109375490497687
1984,Alabama1,republican,"H. L. """"Sonny"""" Callahan",0.51001323817771
1984,Alabama2,republican,Bill Dickinson,0.6033909557490489
1984,Alabama3,democrat,Bill Nichols,0.9620709501047146
1984,Alabama4,democrat,Tom Bevill,1.0
1984,Alabama5,democrat,Ronnie G. Flippo,0.9588401842060379
1984,Alabama6,democrat,Ben Erdreich,0.5961176095762596
1984,Alabama7,democrat,Richard Shelby,0.9679474389305361
1984,Alaska0,republican,Donald E. Young,0.550201756468075
1984,Arizona1,republican,John McCain,0.7807544213010811
1984,Arizona2,democrat,Morris K. Udall,0.8772181660685558
1984,Arizona3,republican,Bob Stump,0.7176633322340699
1984,Arizona4,republican,Eldon Rudd,0.9996599349700206
1984,Arizona5,republican,Jim Kolbe,0.5092393545613281
1984,Arkansas1,democrat,Bill Alexander,0.972046447385327
1984,Arkansas2,democrat,Tommy Robinson,0.47090319017340776
1984,Arkansas3,republican,John Paul Hammerschmidt,1.0
1984,Arkansas4,democrat,Beryl Anthony Jr.,0.9789700682887688
1984,California1,democrat,Douglas H. Bosco,0.6226117364395792
1984,California2,republican,Gene Chappie,0.694522742392941
1984,California3,democrat,Robert T. Matsui,1.0
1984,California4,democrat,Vic Fazio,0.6139504815473691
1984,California5,democrat,Sala Burton,0.7230285087265274
1984,California6,democrat,Barbara Boxer,0.679689329808947
1984,California7,democrat,George Miller,0.6671386609690212
1984,California8,democrat,Ronald V. Dellums,0.6032697524903542
1984,California9,democrat,Fortney Peter Stark,0.6989524238638458
1984,California10,democrat,Don Edwards,0.6241373639425741
1984,California11,democrat,Tom Lantos,0.6991781730336546
1984,California12,republican,Ed Zschau,0.6165386457084288
1984,California13,democrat,Norman Y. Mineta,0.6524331359952975
1984,California14,republican,Norm Shumway,0.7331637160901862
1984,California15,democrat,Tony Coelho,0.6546360345507329
1984,California16,democrat,Leon E. Panetta,0.7078274192729606
1984,California17,republican,"Charles """"Chip"""" Pashayan",0.724869154144859
1984,California18,democrat,Richard H. Lehman,0.6728040939509251
1984,California19,republican,"Robert J. """"Bob"""" Lagomarsino",0.6729767249786931
1984,California20,republican,William M. Thomas,0.7088988455374955
1984,California21,republican,Bobbi Fiedler,0.7230297372983064
1984,California22,republican,Carlos J. Moorhead,0.8523802282770474
1984,California23,democrat,Anthony C. Beilenson,0.6156951616155417
1984,California24,democrat,Henry A. Waxman,0.633695079000306
1984,California25,democrat,Edward R. Roybal,0.7168119383391731
1984,California26,democrat,Howard L. Berman,0.6279364125887628
1984,California27,democrat,Mel Levine,0.5495462470803314
1984,California28,democrat,Julian C. Dixon,0.7562752061638476
1984,California29,democrat,"Augustus F. """"Gus"""" Hawkins",0.8663486197613852
1984,California30,democrat,"Matthew G. """"Marty"""" Martinez",0.5177869109568658
1984,California31,democrat,Mervyn M. Dymally,0.7071212302158779
1984,California32,democrat,Glenn M. Anderson,0.6067057541027077
1984,California33,republican,David Dreier,0.7063738202177174
1984,California34,democrat,Esteban E. Torres,0.5982395019480921
1984,California35,republican,Jerry Lewis,0.85474676340529
1984,California36,democrat,George E. Brown Jr.,0.5655997833739507
1984,California37,republican,Al McCandless,0.6357716131822286
1984,California38,republican,"Robert K. """"Bob"""" Dornan",0.5316129904113712
1984,California39,republican,"William E. """"Bill"""" Dannemeyer",0.7620525670092814
1984,California40,republican,Robert E. Badham,0.6442107822758399
1984,California41,republican,Bill Lowery,0.634510687582235
1984,California42,republican,Dan Lungren,0.7297583521810697
1984,California43,republican,Ron Packard,0.7410756228832707
1984,California44,democrat,Jim Bates,0.6970910697876699
1984,California45,republican,Duncan Hunter,0.7514157341899177
1984,Colorado1,democrat,Patricia Schroeder,0.6197387589332575
1984,Colorado2,democrat,Timothy E. Wirth,0.5320853095454974
1984,Colorado3,republican,"Michael L """"Mike"""" Strang",0.5706224938829813
1984,Colorado4,republican,Hank Brown,0.7112562521245084
1984,Colorado5,republican,Ken Kramer,0.785883731427858
1984,Colorado6,republican,Dan Schaefer,0.8939664163537756
1984,Connecticut1,democrat,Barbara Bailey Kennelly,0.617257542968391
1984,Connecticut2,democrat,Samuel Gejdenson,0.5437387460405778
1984,Connecticut3,democrat,Bruce A. Morrison,0.5257633393681727
1984,Connecticut4,republican,Stewart B. McKinney,0.7039394840848243
1984,Connecticut5,republican,John G. Rowland,0.5430966063733862
1984,Connecticut6,republican,Nancy L. Johnson,0.6398310492320233
1984,Delaware0,democrat,Thomas R. Carper,0.584616524150872
1984,Florida1,democrat,Earl Hutto,1.0
1984,Florida2,democrat,Don Fuqua,1.0
1984,Florida3,democrat,Charles E. Bennett,1.0
1984,Florida4,democrat,Bill Chappell,0.6478413944361076
1984,Florida5,republican,Bill McCollum,1.0
1984,Florida6,democrat,Buddy MacKay,0.9930360712527361
1984,Florida7,democrat,Sam M. Gibbons,0.5883076562591529
1984,Florida8,republican,C. W. Bill Young,0.8025927826533186
1984,Florida9,republican,Michael Bilirakis,0.7858254652084454
1984,Florida10,republican,Andy Ireland,0.619139427298728
1984,Florida11,democrat,Bill Nelson,0.6051060650089253
1984,Florida12,republican,Tom Lewis,1.0
1984,Florida13,republican,Connie Mack,1.0
1984,Florida14,democrat,Dan Mica,0.5540000215935306
1984,Florida15,republican,E. Clay Shaw Jr.,0.6571435900066691
1984,Florida16,democrat,Larry Smith,0.5637164414262167
1984,Florida17,democrat,William Lehman,1.0
1984,Florida18,democrat,Claude Pepper,0.6053144459761373
1984,Florida19,democrat,Dante B. Fascell,0.6425693661052175
1984,Georgia1,democrat,Lindsay Thomas,0.8157320962973027
1984,Georgia2,democrat,Charles Hatcher,0.9999547781415625
1984,Georgia3,democrat,Richard Ray,0.8137946700079869
1984,Georgia4,republican,Pat Swindall,0.5310291621663323
1984,Georgia5,democrat,Wyche Fowler Jr.,0.9998876033057851
1984,Georgia6,republican,Newt Gingrich,0.6914241007130283
1984,Georgia7,democrat,George (Buddy) Darden,0.5522018443684592
1984,Georgia8,democrat,J. Roy Rowland,0.999960372498514
1984,Georgia9,democrat,Ed Jenkins,0.6747571917491444
1984,Georgia10,democrat,Doug Barnard Jr.,0.9999140701531269
1984,Hawaii1,democrat,Cec Heftel,0.8273070968206532
1984,Hawaii2,democrat,Daniel K. Akaka,0.8218237397708076
1984,Idaho1,republican,Larry Craig,0.6862430677534587
1984,Idaho2,democrat,Richard Stallings,0.5003285589355678
1984,Illinois1,democrat,Charles A. Hayes,0.9563637931592053
1984,Illinois2,democrat,Gus Savage,0.8297892797051518
1984,Illinois3,democrat,Martin A. Russo,0.6440907171289681
1984,Illinois4,republican,George M. O'Brien,0.6397780241840129
1984,Illinois5,democrat,William O. Lipinski,0.6356107043194124
1984,Illinois6,republican,Henry J. Hyde,0.7509472137124097
1984,Illinois7,democrat,Cardiss Collins,0.7836132509773984
1984,Illinois8,democrat,Dan Rostenkowski,0.713047868991441
1984,Illinois9,democrat,Sidney R. Yates,0.6754423180027507
1984,Illinois10,republican,John E. Porter,0.7262006251776073
1984,Illinois11,democrat,Frank Annunzio,0.6260863654900539
1984,Illinois12,republican,Philip M. Crane,0.7779971626226727
1984,Illinois13,republican,Harris W. Fawell,0.6699839308943435
1984,Illinois14,republican,John E. Grotberg,0.6215975276358018
1984,Illinois15,republican,Edward R. Madigan,0.7322518699690098
1984,Illinois16,republican,Lynn Martin,0.5842645215019814
1984,Illinois17,democrat,Lane Evans,0.5667145287061787
1984,Illinois18,republican,Robert H. Michel,0.6103959552858282
1984,Illinois19,democrat,Terry L. Bruce,0.5225785529291036
1984,Illinois20,democrat,Richard J. Durbin,0.6126652619488981
1984,Illinois21,democrat,Melvin Price,0.601560650397265
1984,Illinois22,democrat,Kenneth J. Gray,0.5025265546045169
1984,Indiana1,democrat,Peter J. Visclosky,0.7070214075513069
1984,Indiana2,democrat,Philip R. Sharp,0.5342827501650477
1984,Indiana3,republican,John Hiler,0.5239497251447086
1984,Indiana4,republican,Daniel R. Coats,0.6084581853330768
1984,Indiana5,republican,Elwood H. Hillis,0.6792363558941118
1984,Indiana6,republican,Dan Burton,0.7272882569225263
1984,Indiana7,republican,John T. Myers,0.6726947481496991
1984,Indiana8,democrat,Frank McCloskey,0.4982869982741828
1984,Indiana9,democrat,Lee H. Hamilton,0.6514119996196635
1984,Indiana10,democrat,Andrew Jacobs Jr.,0.5896579417165833
1984,Iowa1,republican,Jim Leach,0.6676778216058022
1984,Iowa2,republican,Tom Tauke,0.6390061056444536
1984,Iowa3,republican,Cooper Evans,0.6070373245094435
1984,Iowa4,democrat,Neal Smith,0.6068188566692815
1984,Iowa5,republican,Jim Ross Lightfoot,0.5077571857696769
1984,Iowa6,democrat,Berkley Bedell,0.6202692726142369
1984,Kansas1,republican,Pat Roberts,0.7588191475733407
1984,Kansas2,democrat,Jim Slattery,0.6001700062014841
1984,Kansas3,republican,Jan Meyers,0.5477227889407299
1984,Kansas4,democrat,Dan Glickman,0.7440932439887944
1984,Kansas5,republican,Bob Whittaker,0.7353954521093331
1984,Kentucky1,democrat,Carroll Hubbard Jr.,1.0
1984,Kentucky2,democrat,William H. Natcher,0.6213487197980526
1984,Kentucky3,democrat,Romano L. Mazzoli,0.677146761613476
1984,Kentucky4,republican,Gene Snyder,0.536522832338471
1984,Kentucky5,republican,"Harold """"Hal"""" Rogers",0.758813437043414
1984,Kentucky6,republican,Larry J. Hopkins,0.7143946066806695
1984,Kentucky7,democrat,Carl C. Perkins,0.7365055922770744
1984,Louisiana1,republican,"Robert L. """"Bob"""" Livingston",1.0
1984,Louisiana2,democrat,"Lindy """"Mrs. Hale"""" Boggs",1.0
1984,Louisiana3,democrat,"W. J. """"Billy"""" Tauzin",1.0
1984,Louisiana4,democrat,"""""Buddy"""" Roemer",1.0
