Total population,Male,Female,White alone,Black or African American alone,American Indian & Alaska Native alone,Asian alone,Native Hawaiian & Other Pacific Islander alone,Some other race alone, Two or more races,Hispanic or Latino (any race),Median household income,Per capita income,Median housing value,Gini index of income inequality,Median gross rent,Median age,Median income,Income in the past 12 months below poverty level,Income in the past 12 months at or above poverty level:,RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY NATIVITY OF CHILDREN UNDER 18 YEARS IN FAMILIES AND SUBFAMILIES BY NATIVITY OF PARENTS,Total enrolled in school,Total not enrolled in school,Total enrolled in public school,Total enrolled in private school,Males for population,"Males 12th grade, no diploma",Males Highschool diploma,Males Bachelor's degree,Females for population,"Females 12th grade, no diploma",Females Highschool diploma,Females Bachelor's degree,Total pop over 5,Speak only English,Males for population poverty,Males unemployed,Aggregate income deficit in the past 12 months,Aggregate household income in the past 12 months (in 2016 inflation-adjusted dollars),Household population,"$200,000 or more","Less than $10,000",Population for veterans,Veteran,Population for employment,"Agriculture, forestry, fishing and hunting, and mining","Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services",NAME,state,congressional district,year
796782,403251,393531,552708,34334,9018,38963,4903,120373,36483,309233,57399,23799,289400,0.420,1300,32.7,25597,60891,475554,203855,226259,534419,201071,25188,237143,6003,55967,36597,245817,5961,55524,37531,738567,484856,576422,6301,205688600,17859709200,190110,8384,9150,552142,60800,314500,6756,15085,38044,"Congressional District 49 (111th Congress), California",06,49,2010
766469,382775,383694,585781,14769,2194,104008,3146,27825,28746,161934,70362,34819,537700,0.478,1446,37.7,31841,72194,504612,171824,204405,535464,173481,30924,253263,3136,34900,67046,267132,3102,41804,70908,719700,491122,594218,5269,198416900,25795569000,214007,21982,13594,578436,51107,340046,3928,25999,61209,"Congressional District 50 (111th Congress), California",06,50,2010
776990,382243,394747,458677,55226,7286,102539,3664,119173,30425,484340,50316,19153,277700,0.427,1033,32.7,22103,72874,373995,205312,239809,503074,218304,21505,224000,9418,53609,28496,245130,6696,51397,33697,,,558366,7702,204718500,14025766200,136769,3416,6718,551188,47543,291936,4795,15163,26945,"Congressional District 51 (111th Congress), California",06,51,2010
676691,334165,342526,521870,33078,4018,49687,1492,21256,45290,140554,67671,29688,400400,0.409,1249,37.8,31299,54526,460420,155732,190688,458617,160534,30154,216919,4457,48529,42454,232605,4219,48417,46189,630299,471524,515646,5446,144313300,19314239600,189564,8569,8593,505319,65028,303824,1415,22404,42370,"Congressional District 52 (111th Congress), California",06,52,2010
646666,335752,310914,446621,43011,4557,63135,2098,57822,29422,204440,48679,29280,414800,0.494,1177,31.5,25472,86422,334273,111561,192651,431351,156978,35673,216246,3373,39462,51053,203562,3507,33502,48276,609594,384964,495325,7699,180330800,17758822700,191975,10901,14200,505345,45651,306449,1323,21268,48383,"Congressional District 53 (111th Congress), California",06,53,2010
666846,333672,333174,472502,66310,7363,19980,321,79606,20764,202847,44859,30717,245800,0.520,810,33.8,26232,76013,388242,134242,165468,471826,129097,36371,227336,4618,45855,56498,227703,3926,45701,58393,619316,452318,526155,7632,216992900,20110047000,224675,13173,18850,523600,39129,334287,3095,26954,56428,"Congressional District 1 (111th Congress), Colorado",08,01,2010
733438,366496,366942,633063,8971,4204,27367,288,40384,19161,156102,62146,31209,276100,0.448,996,34.8,30541,66966,556569,171872,206379,497291,180131,26248,234229,3757,48490,62174,238183,2535,51044,64077,,,563143,7232,103520600,22527061600,248669,14669,13184,554413,39794,380433,4988,26246,55804,"Congressional District 2 (111th Congress), Colorado",08,02,2010
706811,357140,349671,615500,4159,14685,4736,813,41286,25632,171845,44906,24065,202900,0.457,772,39.3,22920,83922,514192,156387,180336,501855,162249,18087,240168,3870,71381,41378,238776,3567,60536,43709,,,541206,7541,168480000,16404014200,251345,5552,21383,541731,60930,322150,16843,17758,27538,"Congressional District 3 (111th Congress), Colorado",08,03,2010
728198,365333,362865,652684,9819,4582,10808,675,31109,18521,146907,50167,25261,211400,0.438,803,35.1,25258,89742,546907,169547,210241,491772,190795,19446,228637,3480,56705,45195,233778,2659,54619,53635,,,550190,6224,137648600,17905529700,253299,7482,15684,550393,50348,350621,16380,19440,34734,"Congressional District 4 (111th Congress), Colorado",08,04,2010
729036,369105,359931,599848,42869,5018,15618,1458,24236,39989,106486,50925,25697,210500,0.438,797,35.7,26332,66862,510089,174135,199623,499229,169107,30516,234320,3275,54297,46248,239208,3115,55941,50518,,,523030,5672,188085100,18173376300,238419,7732,15596,522334,90135,316362,2984,18248,41668,"Congressional District 5 (111th Congress), Colorado",08,05,2010
806019,397448,408571,716750,17768,3060,31641,696,11335,24769,72760,82062,37824,294300,0.403,1117,38.8,39539,29453,684491,208816,228047,549638,191790,36257,260274,2560,44701,85799,278909,2458,50629,85902,,,616308,1872,53396100,30220714900,275099,23856,7410,591737,61058,422399,5066,45485,62561,"Congressional District 6 (111th Congress), Colorado",08,06,2010
678723,342168,336555,518018,48221,10696,23646,671,54070,23401,190753,50360,25088,210900,0.434,862,35.3,26494,66568,443262,164064,168417,478115,143992,24425,220171,4771,58729,41868,226353,4178,60698,43661,,,514473,5185,187466400,16649852500,210948,5844,13086,505636,49809,320422,4552,21179,40627,"Congressional District 7 (111th Congress), Colorado",08,07,2010
714355,344348,370007,512758,104897,1391,30048,225,44113,20923,107033,59321,30979,245400,0.446,909,39.9,30795,35514,465256,156780,190809,498902,152191,38618,229085,4191,68065,49591,260725,2533,71710,48781,673680,514492,555220,4726,136761800,21801995100,216025,12699,10326,550515,42062,347552,611,37926,34494,"Congressional District 1 (111th Congress), Connecticut",09,01,2010
728260,363833,364427,639599,27028,2677,22732,495,14835,20894,49347,68952,33140,269900,0.424,942,40.7,32086,39423,573843,150127,191890,514340,160293,31597,241567,3790,76445,42191,252623,2592,73356,44731,,,550437,3982,76922400,23505170700,252303,15258,10193,565568,63651,359182,2767,22339,32959,"Congressional District 2 (111th Congress), Connecticut",09,02,2010
708522,340242,368280,548146,93749,632,25678,171,25068,15078,94067,57676,31320,274600,0.462,1061,39.5,29695,45391,488922,146195,183865,502067,135236,48629,229639,4342,73304,40361,258474,4382,80247,44245,668251,535689,556210,4731,120473900,21397265300,221476,11820,10540,556694,42838,352622,1114,23106,32782,"Congressional District 3 (111th Congress), Connecticut",09,03,2010
708439,345628,362811,531555,86539,498,33612,172,42741,13322,120600,77074,47340,511400,0.556,1259,39.6,34124,35847,486193,174170,196869,488085,148257,48612,225229,4281,46792,60150,250605,3604,55272,64845,666164,478949,537587,2979,112213400,32811495100,200442,39190,9429,529838,30805,327569,339,43453,54908,"Congressional District 4 (111th Congress), Connecticut",09,04,2010
717497,344867,372630,565898,44667,436,22268,254,63204,20770,110854,60460,32729,281700,0.473,916,40.3,29240,40418,510956,157696,185093,507808,157345,27748,229208,4174,69292,47724,257228,4108,73135,49371,675705,519498,557626,4556,123942400,22877711200,227514,17396,11070,551370,46023,349521,2612,29871,38651,"Congressional District 5 (111th Congress), Connecticut",09,05,2010
899769,436608,463161,636052,191626,2470,27482,1191,17852,23096,73842,55847,27729,243600,0.440,952,38.8,27865,56268,565603,195644,236270,631051,186359,49911,283923,4118,92080,45374,316856,3983,104079,54026,,,691782,3691,155387600,23851763000,244876,10256,11741,690836,73311,411120,4717,46429,35889,"Congressional District (at Large) (111th Congress), Delaware",10,00,2010
604453,285729,318724,242905,309221,1927,21552,233,16825,11790,55256,60903,41240,426900,0.532,1198,33.9,35487,20769,203322,94296,158455,424919,85853,72602,195701,3380,38963,45599,221123,3251,45606,50974,,,481341,6357,149334100,23461665800,111490,21182,5793,500354,30510,299127,174,15640,66452,"Delegate District (at Large) (111th Congress), District of Columbia",11,98,2010
694518,350526,343992,541603,102741,5398,15231,1172,4670,23703,34981,45140,22981,151700,0.447,849,38.3,22347,66162,454503,141604,169827,497098,140343,29484,228734,3598,64833,31720,232885,3387,69024,34907,,,515504,9111,182931200,15105364100,212935,5882,16878,519091,92683,282219,2619,19202,31854,"Congressional District 1 (111th Congress), Florida",12,01,2010
740991,371827,369164,533766,161022,4390,13885,76,7932,19920,41444,41929,21959,156500,0.474,879,37.1,21934,84456,425778,138595,209312,507960,186693,22619,239246,4963,71592,36224,242367,3875,69958,40072,,,563710,10008,204465700,15648497300,213119,5549,20436,586361,73139,306960,5420,19089,30588,"Congressional District 2 (111th Congress), Florida",12,02,2010
632698,310357,322341,258541,338357,549,10559,58,11657,12977,61050,31968,16037,109500,0.447,807,34.7,18338,47855,197580,144849,183869,422788,149531,34338,191768,6366,68695,17814,209760,5010,70347,21008,,,471522,11002,298768000,9424630600,102426,862,9028,474602,45887,246449,2738,16420,25169,"Congressional District 3 (111th Congress), Florida",12,03,2010
745318,367386,377932,565188,121643,2215,27838,387,10186,17861,53314,50337,26638,173800,0.458,930,37.6,27038,57896,492376,156282,188350,528822,152966,35384,248111,3592,76182,44798,260374,3573,74633,47320,,,567694,5006,140185700,19029978100,224937,7417,11884,569929,84968,339159,1817,36941,36607,"Congressional District 4 (111th Congress), Florida",12,04,2010
947474,463366,484108,833199,60233,2277,18181,847,13591,19146,97457,42473,22010,145200,0.415,891,47.2,21613,103978,716000,174833,197678,721811,166184,31494,339820,6450,115752,47902,361368,6853,127498,48214,,,768133,10158,223698200,20105329800,342018,4464,23619,762418,119313,341035,4534,23914,31010,"Congressional District 5 (111th Congress), Florida",12,05,2010
813316,391850,421466,626101,121044,3023,25744,560,15161,21683,74390,43971,22382,151800,0.449,892,39.3,22951,92737,512057,162330,221871,565207,188866,33005,256085,6022,77879,37542,286866,4452,91185,41982,,,629724,8736,219964600,17519210400,247714,5808,21259,636195,90729,330087,4570,24601,33418,"Congressional District 6 (111th Congress), Florida",12,06,2010
821230,397299,423931,671196,79420,2121,20697,970,24152,22674,96835,48341,26375,178100,0.482,940,42.0,24309,85395,575219,167411,203171,592495,160053,43118,268581,7922,72742,51840,300286,4961,81537,56631,,,651697,6467,201722800,20468060100,260629,11575,17780,646191,81822,341762,3866,29839,43808,"Congressional District 7 (111th Congress), Florida",12,07,2010
823569,413673,409896,639999,86789,3298,33985,1208,35177,23113,213217,45221,24212,168100,0.470,986,36.8,22725,86381,545930,168021,217613,575972,171393,46220,266356,6011,75805,48911,285329,6051,80671,57432,774950,538346,659028,8277,201429200,19051814000,245320,8629,16789,647091,59462,389325,2992,25169,54650,"Congressional District 8 (111th Congress), Florida",12,08,2010
756304,363347,392957,651777,46667,2370,26293,708,14673,13816,106774,46928,27065,167500,0.476,915,42.0,25318,85796,559930,163990,187421,545643,154711,32710,247519,5585,69292,46898,278530,5652,81390,57048,714979,586213,601657,6793,161056000,19786816600,265571,10550,17441,586604,71464,324739,4922,31070,44780,"Congressional District 9 (111th Congress), Florida",12,09,2010
632258,306972,325286,556269,34727,1139,20742,251,4492,14638,49030,44062,27921,152800,0.465,927,46.6,25351,62014,485688,101084,124364,491162,103488,20876,229753,5534,65272,46482,251932,4791,80960,44133,,,528502,5920,113016300,17072871100,259656,7656,18374,524545,70981,287624,1417,26753,35979,"Congressional District 10 (111th Congress), Florida",12,10,2010
677169,328577,348592,420804,192315,11601,17056,333,18019,17041,186777,37724,22107,146700,0.498,858,35.6,21645,75125,336837,144122,183253,470037,159734,23519,210448,6129,63517,34707,236660,5539,70613,39888,,,527078,12198,246384600,14109344700,174672,6584,18583,519948,50583,295987,841,27659,40001,"Congressional District 11 (111th Congress), Florida",12,11,2010
836748,412189,424559,630942,133896,3065,18050,413,32451,17931,183786,42150,20560,129500,0.432,864,38.3,21879,88381,530084,190681,213219,591764,181374,31845,265025,4484,87403,36245,285592,4976,96445,39432,,,638388,9424,240364100,16565298500,240105,4932,14601,631672,71242,336897,7088,25649,32939,"Congressional District 12 (111th Congress), Florida",12,12,2010
762806,371735,391071,676147,40038,1360,10954,688,19911,13708,94072,45514,26339,171200,0.454,903,49.1,23266,75937,592111,127301,139094,601251,116370,22724,273690,4400,87314,44630,300782,5427,100952,46570,,,635969,6451,158619900,18954633400,288087,9601,16757,628548,85861,298332,13687,21908,33770,"Congressional District 13 (111th Congress), Florida",12,13,2010
855127,420188,434939,734837,60795,2068,12247,51,30142,14987,143961,46905,28412,177900,0.489,890,48.1,24386,94898,632406,150391,168293,660409,144647,23646,307186,6680,88145,56167,331571,7188,105978,51485,,,710346,10168,200855100,22973568600,302936,14765,19937,698186,94294,319558,2843,23293,40453,"Congressional District 14 (111th Congress), Florida",12,14,2010
816349,394402,421947,674383,76911,1793,18344,94,23514,21310,164885,45613,24070,151500,0.440,910,43.3,22565,90294,575383,169189,189594,602377,158333,31261,270928,4702,90645,43109,302776,6150,97812,46711,,,654890,9681,184606000,18821633900,270557,7292,14826,638610,88941,344399,2949,20544,42830,"Congressional District 15 (111th Congress), Florida",12,15,2010
796777,389035,407742,666930,72660,6508,13143,62,20899,16575,128316,43420,26254,151200,0.485,935,46.2,22365,85109,574077,150032,177412,597026,149860,27552,277307,4642,85178,41760,300863,6979,95610,42780,,,648897,9639,188165400,20176879900,273062,8826,19110,635703,91892,311713,9154,19542,33811,"Congressional District 16 (111th Congress), Florida",12,16,2010
632219,294928,337291,208095,375698,1080,12068,263,24065,10950,165359,35017,15691,147000,0.454,914,34.9,17966,40640,162531,140920,180542,427788,150455,30087,183692,6632,65414,18354,224259,7543,70084,26704,,,487540,11557,260161200,9081717500,75581,1072,8808,478928,18122,256349,1158,13227,27537,"Congressional District 17 (111th Congress), Florida",12,17,2010
717062,355640,361422,607514,56183,460,10991,106,33201,8607,486680,37823,26619,271000,0.568,990,40.1,19397,114631,485744,126098,154519,539465,108840,45679,255765,9759,63688,43935,264305,8916,65438,49794,,,591734,6901,181021200,18077500600,234784,13965,29173,583312,22096,333769,2066,26196,42821,"Congressional District 18 (111th Congress), Florida",12,18,2010
739675,346553,393122,580838,103083,1889,20691,448,19206,13520,160652,46919,27552,161700,0.470,1129,44.9,24100,55755,520535,140142,168272,549098,137508,30764,242916,5528,63788,50109,295398,6404,94723,50608,701335,463287,605848,4427,147507400,19523110800,252737,8591,14802,594932,61627,309941,1780,25896,42269,"Congressional District 19 (111th Congress), Florida",12,19,2010
684682,330869,353813,520179,92825,3058,23686,241,29587,15106,218307,50905,30822,200600,0.485,1203,40.7,27999,54581,461770,139579,172332,489198,125626,46706,231515,5183,56285,49284,255956,4822,68475,54378,647400,379223,552263,6063,135402400,20313272300,219972,13726,15610,539307,36719,335973,2175,29933,49450,"Congressional District 20 (111th Congress), Florida",12,20,2010
697265,324518,372747,581472,57200,767,21765,60,23323,12678,533031,45943,21230,220100,0.478,1051,39.3,20496,90996,487921,142308,172405,500892,139004,33401,218877,10842,65357,35676,263503,11817,73057,45092,,,563770,6411,175275800,13777351500,182843,6717,16501,548359,15937,309401,1218,24480,36139,"Congressional District 21 (111th Congress), Florida",12,21,2010
702031,350301,351730,619574,45410,1350,12565,1279,11648,10205,114963,58319,38530,256200,0.513,1212,45.6,31022,59658,555294,122951,150022,532230,110898,39124,257360,4196,59157,65179,266032,4240,69885,61516,667940,499013,588596,6442,89489400,26007337600,272597,22724,16057,573923,58859,343294,2350,32750,51991,"Congressional District 22 (111th Congress), Florida",12,22,2010
680693,338195,342498,256898,379630,732,9908,266,19541,13718,126665,34942,16383,123500,0.449,957,35.1,19062,56175,192404,157386,188507,464803,163750,24757,213948,7897,70254,24023,224014,6023,73938,24741,,,515791,13132,326198000,10254573100,99230,1468,10180,507675,29569,275247,6627,17439,32448,"Congressional District 23 (111th Congress), Florida",12,23,2010
793651,389540,404111,659237,66183,2617,24604,849,19792,20369,134598,51960,24935,170500,0.423,970,39.3,25201,70744,578890,163263,221701,549076,185906,35795,262241,5850,68922,56770,277283,3876,80408,49173,,,633535,6238,140215200,18765362800,249464,6534,15067,623337,73013,359033,2383,26207,48200,"Congressional District 24 (111th Congress), Florida",12,24,2010
843396,429275,414121,695972,91907,2726,13353,135,28540,10763,582653,49326,18901,204100,0.443,1114,36.7,21821,112264,567748,200852,231683,580015,193646,38037,272791,12026,74374,40132,278826,13162,78478,44046,,,626795,7684,266853900,14693840000,201227,6437,15971,633665,26982,355693,7160,22509,42591,"Congressional District 25 (111th Congress), Florida",12,25,2010
726256,360340,365916,488992,191074,2276,9200,303,22458,11953,46289,40999,20685,127300,0.462,735,35.1,21407,68578,404788,167989,195761,496557,178249,17512,225375,2905,79521,28542,237156,4125,78424,28425,,,523228,6691,294863400,14654206800,189105,4648,16078,531302,66478,288571,6953,12022,19245,"Congressional District 1 (111th Congress), Georgia",13,01,2010
634102,315024,319078,293230,313824,892,5333,118,12400,8305,27797,31368,17166,90200,0.490,631,36.0,18132,38906,238292,141213,173000,434874,158217,14783,193139,4640,69642,15608,212822,4681,73476,18036,,,456082,8634,326994300,10322022800,116615,2839,11336,467279,49788,228311,9081,10280,16361,"Congressional District 2 (111th Congress), Georgia",13,02,2010
813574,391740,421834,571407,199666,2409,13317,56,9295,17424,38101,52970,24813,163900,0.440,845,37.8,26015,55553,508189,206815,236159,548206,201990,34169,244505,4853,75910,42738,279015,4613,88372,44839,,,609769,6480,218033900,19691660000,213047,7294,12773,594126,73310,351561,1791,23982,30214,"Congressional District 3 (111th Congress), Georgia",13,03,2010
671520,324298,347222,188913,384639,709,35523,132,51009,10595,104088,43435,21163,151600,0.456,863,33.1,22588,27186,158649,165902,194175,445723,156522,37653,201574,4142,53726,33980,227867,3868,53556,42582,,,503884,11898,262634600,13495856900,72918,3733,4794,493058,41573,296520,540,19016,36490,"Congressional District 4 (111th Congress), Georgia",13,04,2010
629209,309985,319224,263652,307898,480,24476,122,19560,13021,58625,43902,30345,234700,0.558,905,33.4,23984,30895,218335,119214,172421,431195,128179,44242,200282,3107,42394,54170,215066,4156,45277,53881,,,482751,9412,228699000,18095535200,118162,14698,7585,502476,30632,292556,867,21100,50497,"Congressional District 5 (111th Congress), Georgia",13,05,2010
769351,377348,392003,586056,78446,2180,62337,455,25031,14846,69030,73528,37447,274000,0.448,1009,37.2,37089,32967,552222,196437,209462,528422,163774,45688,250153,1465,34555,87503,268012,1937,48835,88253,718019,577753,590229,2694,108843300,28375179700,228150,25236,6974,568921,47329,380722,630,36644,67774,"Congressional District 6 (111th Congress), Georgia",13,06,2010
914277,447235,467042,565133,202873,1822,76869,324,46028,21228,125372,60594,25403,179100,0.412,960,35.0,29439,52555,509034,252143,272632,601491,231689,40943,272376,4196,67688,65455,302064,5241,79080,67643,845802,644508,675093,6955,206953300,22740931700,199041,7983,6630,651284,53496,423614,893,33174,51594,"Congressional District 7 (111th Congress), Georgia",13,07,2010
